tradeDate,tradeTime,tradeType,tradeSize,symbol,tradeCond,tradePrice,rawtradeId,tradeCnt,tradeAboveBelow,tradePivot,priceDist,pricePct,tradeStrong,tradeLeg,timestamp,tradeRecTimestamp,tradeDateTime,tradeDay,tradeBar,userId,accountId,tradeRAW,tradeRawId,tradeSize1,tradePrFilled,tradeDur,tradeStopMke,tradeLimitExit,optionStrategy,daySRs,wkSRs,moSRs,tradeSpec,tradeSig,tradeGapPct,tradeStatus,tradeAux1,tradeAux2,tradeHash
2024-02-06,1000,BUY,10,ROKU,atLimit,90.74,1852,4,above,S1,4.57,5.0400%,0,105|100|75|70,2024-02-07T054548,tstampRec_2024-02-06T16_31_30,2024-02-06T100000,tue,15min,Creator,12345354911,raw40,0,100,0,day,54.444,226.85,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,0956,BUY,10,META,atLimit,464.66,1821,4,above,S1,9.45,2.0337%,0,555|530|390|370,2024-02-07T054548,tstampRec_2024-02-06T15_08_08,2024-02-06T095600,tue,13min,Creator,12345354911,raw9,0,100,0,day,278.796,1161.65,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,0950,BUY,10,NVDA,atLimit,684.42,1836,5,above,S1,5.9,0.8616%,0,820|785|580|545,2024-02-07T054548,tstampRec_2024-02-06T15_31_31,2024-02-06T095000,tue,1min,Creator,12345354911,raw24,0,100,0,day,410.652,1711.05,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,0946,SELL,10,META,atLimit,464.47,1824,5,below,R1,-3.29,-0.7079%,0,555|530|390|370,2024-02-07T054548,tstampRec_2024-02-06T15_08_21,2024-02-06T094600,tue,1min,Creator,12345354911,raw12,0,100,0,day,278.682,1161.18,IronCondor1.15,nil_,nil_,nil_,nil,SELL,0
2024-02-06,0945,BUY,10,TSLA,atLimit,180.88,1814,4,above,S1,5.08,2.8067%,0,215|205|150|140,2024-02-07T054548,tstampRec_2024-02-06T14_30_02,2024-02-06T094500,tue,15min,Creator,12345354911,raw2,0,100,0,day,108.528,452.2,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,0945,BUY,10,AMD,atLimit,174.01,1815,4,above,S1,3.79,2.1781%,0,205|200|145|135,2024-02-07T054548,tstampRec_2024-02-06T14_30_02,2024-02-06T094500,tue,15min,Creator,12345354911,raw3,0,100,0,day,104.406,435.025,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,0945,SELL,10,M,atLimit,18.41,1816,9,below,R1,-0.14,-0.7725%,0,20|20|15|10,2024-02-07T054548,tstampRec_2024-02-06T14_30_15,2024-02-06T094500,tue,15min,Creator,12345354911,raw4,0,100,0,day,11.046,46.025,IronCondor1.15,nil_,nil_,nil_,nil,SELL,0
2024-02-06,0943,SELL,10,NVDA,atLimit,688.43,1835,4,below,R1,-13.02,-1.8908%,0,825|790|585|550,2024-02-07T054548,tstampRec_2024-02-06T15_31_31,2024-02-06T094300,tue,1min,Creator,12345354911,raw23,0,100,0,day,413.058,1721.07,IronCondor1.15,nil_,nil_,nil_,nil,SELL,0
2024-02-06,0941,BUY,10,META,atLimit,463.7,1823,4,above,S1,8.48,1.8295%,0,555|530|390|370,2024-02-07T054548,tstampRec_2024-02-06T15_08_21,2024-02-06T094100,tue,1min,Creator,12345354911,raw11,0,100,0,day,278.22,1159.25,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,0940,BUY,10,META,atLimit,465.22,1822,5,above,S1,10.01,2.1510%,0,555|535|395|370,2024-02-07T054548,tstampRec_2024-02-06T15_08_08,2024-02-06T094000,tue,5min,Creator,12345354911,raw10,0,100,0,day,279.132,1163.05,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
